-0.152418;-0.138694
-0.156196;-0.133234
-0.152430;-0.138676
-0.149329;-0.142134
0.000000;0.000000
-0.038642;-0.053545
0.075069;-0.060631
-0.074994;0.060689
-0.038874;-0.053589
-0.109880;-0.063384
0.154849;-0.046432
-0.109880;-0.063384
0.080265;0.008131
0.089573;0.158314
-0.141188;-0.125953
-0.153582;-0.136119
-0.126721;-0.166088
-0.126721;-0.166088
-0.145971;-0.147523
-0.120120;-0.172015
-0.120120;-0.172015
-0.112037;-0.169463
-0.112037;-0.169463
-0.094126;-0.173615
-0.094126;-0.173615
-0.075427;-0.175962
-0.075427;-0.175962
0.134855;0.029433
-0.060553;-0.054568
-0.151195;-0.134021
-0.137302;-0.129243
-0.129196;-0.087191
-0.142473;-0.151451
-0.187763;-0.018178
-0.161532;-0.013283
-0.114142;-0.008301
-0.069851;-0.039151
0.036046;0.013081
-0.008777;-0.038211
0.010837;-0.106409
0.008202;0.009961
0.023945;-0.051959
0.008817;-0.016919
0.032806;-0.110467
-0.026896;-0.150833
0.021099;-0.096072
-0.031293;-0.115520
-0.190662;-0.015767
-0.041375;-0.045119
0.000000;0.000000
0.080141;-0.093860
-0.024074;-0.102853
-0.088141;-0.148815
0.010997;-0.131552
0.008610;-0.067800
0.000000;0.000000
-0.119108;0.034223
-0.016814;-0.069266
0.035013;-0.062287
-0.122649;0.041766
0.000000;0.000000
-0.163097;-0.081988
-0.065105;-0.112130
-0.028738;-0.121389
-0.016732;-0.152015
-0.009197;-0.024130
0.000000;0.000000
-0.047045;0.003010
0.000000;0.000000
-0.187963;-0.002985
-0.175085;-0.026040
-0.183739;0.007519
0.000000;0.000000
-0.111212;-0.007285
-0.002905;-0.110715
0.006540;-0.145820
-0.017104;-0.012059
0.040754;-0.038750
0.059480;-0.104448
0.067675;-0.157795
-0.112656;-0.048077
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
-0.038217;0.032253
-0.179011;-0.082765
-0.035915;-0.166582
-0.149064;-0.143468
-0.171126;0.012615
-0.180698;-0.046636
-0.034003;-0.102557
-0.043716;-0.136496
-0.052905;-0.162875
-0.098538;0.008449
0.043080;-0.027554
-0.045204;-0.012889
-0.183216;-0.025723
-0.173181;0.012762
-0.180698;-0.046636
-0.090149;-0.095280
-0.049784;-0.079919
-0.065657;-0.109674
-0.075284;-0.123580
-0.080244;-0.171603
0.086343;-0.115897
-0.124841;-0.169202
-0.046666;0.010546
-0.155195;-0.029622
-0.150360;-0.025954
0.000000;0.000000
0.016913;0.076642
0.082410;-0.045738
0.052465;-0.062340
-0.125589;0.097573
-0.035695;0.044190
-0.035695;0.044190
-0.056494;-0.042710
-0.053425;-0.035509
0.000000;0.000000
0.000000;0.000000
0.028697;0.008800
0.086408;-0.065992
0.048981;-0.101666
0.000487;-0.012928
0.000000;0.000000
0.032556;-0.076364
0.055486;-0.034076
0.052465;-0.062340
0.000000;0.000000
-0.005502;-0.022880
0.000000;0.000000
0.000000;0.000000
0.001245;-0.069933
0.020819;-0.059529
0.000000;0.000000
0.034897;-0.068258
0.057190;-0.060716
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
-0.099705;0.013816
0.000000;0.000000
-0.005539;-0.161082
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
-0.044472;-0.043276
-0.110240;-0.105414
0.028526;-0.004515
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.036046;0.013081
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
-0.043418;-0.021845
-0.043686;-0.005943
0.000000;0.000000
-0.022410;-0.033331
0.003609;-0.073574
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.046254;-0.026417
-0.129462;0.097662
-0.130498;0.091774
0.000000;0.000000
0.000000;0.000000
0.026649;-0.084043
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.090598;-0.076163
0.031095;-0.050823
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.030018;-0.052122
0.000000;0.000000
0.022074;0.171881
0.134253;0.000848
