2.017510;6.478515
1.912871;4.730212
1.623063;-1.324092
3.813603;0.501665
1.129040;-2.213496
0.321426;6.844082
5.856632;1.341976
-5.431288;4.196559
-0.285206;-3.444857
5.340772;2.737307
1.031029;1.927520
-2.472113;3.683747
5.769237;-5.586268
0.724774;5.816380
9.012573;-2.429362
-2.034024;2.183632
-8.457831;0.812408
3.742687;-2.176199
-8.457831;0.812408
-2.841828;2.759818
-2.011145;3.506354
-7.258951;0.589910
-3.182551;3.787499
-2.420897;3.183203
-10.544149;-2.679064
-11.434663;-3.308381
8.808602;-1.549798
4.271702;6.260865
5.570172;-7.161696
1.477213;0.243436
-0.467607;-1.113387
2.628377;-0.783284
6.914601;-0.932099
8.664086;0.031652
2.639053;-8.096349
-3.658847;1.504976
3.404331;-4.383106
-5.351974;0.513377
-3.067283;3.549382
-7.507078;0.792071
4.259439;-6.012687
-3.966022;-9.925777
-12.556425;-2.078560
2.569432;7.022243
2.436481;3.557424
0.080356;6.395748
1.426840;-4.062026
0.114128;-2.307945
2.333363;-1.390112
0.780693;2.176345
-1.755499;2.318319
-0.207731;5.289418
4.330564;3.866862
0.851796;7.174558
-10.676978;-1.948496
1.249166;-5.476150
3.704040;-6.177147
3.969107;-4.843327
4.190715;-7.193739
3.870169;0.295797
1.779655;-4.441870
0.215742;-9.073313
1.986050;6.515778
3.682471;-5.821187
-0.309643;-6.565717
-5.431288;4.196559
-1.755627;-1.006952
-5.247951;-5.950499
-14.105192;-9.667925
-10.624796;2.195073
5.691279;-2.411642
1.846376;5.969539
-7.334836;1.601687
-1.722891;1.605162
2.051729;7.217924
4.008824;-3.871107
1.549185;2.941034
-1.396731;2.515443
4.102363;5.331718
6.006876;1.940119
3.305308;4.168736
4.911376;-5.676823
